young_adults,,old_adults,
X,Y,X,Y
0.83,2.6983758700696043,0.83,5.102088167053363
2.5,2.1972157772621808,2.4931108690475012,3.99767981438515
5,1.723897911832946,5,3.2923433874709973
40,1.807424593967517,40,2.707656612529002
200,2.3085846867749416,200,3.190255220417633
500,3.5986078886310895,500,3.979118329466357
